Register_Number,Department,Program,Program_Full_Name,Program_Level,Year_of_Study,Semester,Academic_Year,Subject,Marks_100,Grade,Attendance_Percent,Result,Subject_Avg_Marks,Marks_vs_SubjectAvg
2548036,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,42.8,C,77.5,Pass,61.1,-18.3
2548037,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,74.1,A,65.5,Pass,61.1,13
2548038,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,71.5,A,72.2,Pass,61.1,10.4
2548039,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,66.5,B+,66.4,Pass,61.1,5.4
2548040,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,28.4,F,76.2,Fail,61.1,-32.7
2548041,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,71.6,A,76.5,Pass,61.1,10.5
2548042,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,90.9,O,63.5,Pass,61.1,29.8
2548043,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,37.2,F,79.1,Fail,61.1,-23.9
2548044,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,55.5,B,75.1,Pass,61.1,-5.6
2548045,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,44.8,C,92.3,Pass,61.1,-16.3
2548046,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,65.4,B+,95,Pass,61.1,4.3
2548047,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,29.6,F,71.9,Fail,61.1,-31.5
2548048,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,35.3,F,79.1,Fail,61.1,-25.8
2548049,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,80.9,A+,76.8,Pass,61.1,19.8
2548050,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,77.8,A,62.1,Pass,61.1,16.7
2548051,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,23.4,F,67.6,Fail,61.1,-37.7
2548052,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,34.2,O,89.5,Pass,61.1,-26.9
2548053,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,74.2,A,70.3,Pass,61.1,13.1
2548054,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,65.8,B+,66.6,Pass,61.1,4.7
2548055,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,95.4,O,94.4,Pass,61.1,34.3
2548056,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,45.2,C,74,Pass,61.1,-15.9
2548057,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,57.4,B,98.4,Pass,61.1,-3.7
2548058,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,52.3,B,94.9,Pass,61.1,-8.8
2548059,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,44.6,C,82.8,Pass,61.1,-16.5
2548060,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,66.2,B+,63.7,Pass,61.1,5.1
2547001,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,27.2,F,72.6,Fail,56.7,-29.5
2547002,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,43.2,C,62.7,Pass,56.7,-13.5
2547003,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,36,F,75.5,Fail,56.7,-20.7
2547004,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,42,C,82.7,Pass,56.7,-14.7
2547005,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,44.6,C,82.8,Pass,56.7,-12.1
2547006,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,79.5,A,88.4,Pass,56.7,22.8
2547007,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,68.4,B+,89.8,Pass,56.7,11.7
2547008,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,72,A,96.8,Pass,56.7,15.3
2547009,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,32,F,75,Fail,56.7,-24.7
2547010,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,88.1,A+,75.2,Pass,56.7,31.4
2547011,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,40,C,76.2,Pass,56.7,-16.7
2547012,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,92.8,O,83,Pass,56.7,36.1
2547013,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,82.3,A+,86.4,Pass,56.7,25.6
2547014,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,18.6,F,84.7,Fail,56.7,-38.1
2547015,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,51.6,B,61,Pass,56.7,-5.1
2547016,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,51.3,B,98.7,Pass,56.7,-5.4
2547017,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,29.8,F,60.9,Fail,56.7,-26.9
2547018,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,64.2,B+,87.2,Pass,56.7,7.5
2547019,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,78.3,A,91.6,Pass,56.7,21.6
2547020,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mathematical Physics I,93,O,61.1,Pass,56.7,36.3
2447001,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,41.9,C,97.2,Pass,58.6,-16.7
2447002,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,89.9,A+,78.7,Pass,58.6,31.3
2447003,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,54.9,B,67,Pass,58.6,-3.7
2447004,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,37.9,F,66.6,Fail,58.6,-20.7
2447005,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,72.2,A,73.7,Pass,58.6,13.6
2447006,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,44.4,C,94,Pass,58.6,-14.2
2447007,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,89.5,A+,65.1,Pass,58.6,30.9
2447008,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,39.7,F,80.7,Fail,58.6,-18.9
2447009,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,66.1,B+,72.7,Pass,58.6,7.5
2447010,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,69.7,B+,79.8,Pass,58.6,11.1
2447011,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,87.6,A+,77.6,Pass,58.6,29
2447012,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,32.9,F,96.8,Fail,58.6,-25.7
2447013,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,37.7,F,90.6,Fail,58.6,-20.9
2447014,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,39,F,97.1,Fail,58.6,-19.6
2447015,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,23,F,67.6,Fail,58.6,-35.6
2447016,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,33.7,F,62.5,Fail,58.6,-24.9
2447017,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,90.5,O,76.5,Pass,58.6,31.9
2447018,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,71.1,A,62.2,Pass,58.6,12.5
2447019,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Mathematical Physics II,91,O,62.6,Pass,58.6,32.4
2547001,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,38.3,F,72.6,Fail,55.4,-17.1
2547002,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,34.2,F,62.7,Fail,55.4,-21.2
2547003,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,35.6,F,75.5,Fail,55.4,-19.8
2547004,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,71.4,A,82.7,Pass,55.4,16
2547005,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,58.8,B,82.8,Pass,55.4,3.4
2547006,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,47.6,C,88.4,Pass,55.4,-7.8
2547007,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,67,B+,89.8,Pass,55.4,11.6
2547008,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,60.2,B+,96.8,Pass,55.4,4.8
2547009,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,26.1,F,75,Fail,55.4,-29.3
2547010,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,87.3,A+,75.2,Pass,55.4,31.9
2547011,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,52.4,B,76.2,Pass,55.4,-3
2547012,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,25.1,F,83,Fail,55.4,-30.3
2547013,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,31.7,F,86.4,Fail,55.4,-23.7
2547014,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,20,F,84.7,Fail,55.4,-35.4
2547015,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,87.5,A+,61,Pass,55.4,32.1
2547016,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,59.7,B,98.7,Pass,55.4,4.3
2547017,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,92.7,O,60.9,Pass,55.4,37.3
2547018,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,45.8,C,87.2,Pass,55.4,-9.6
2547019,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,95,O,91.6,Pass,55.4,39.6
2547020,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Mechanics,29.9,F,61.1,Fail,55.4,-25.5
2548001,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,26.8,F,79,Fail,55.4,-28.6
2548002,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,79,A,60.1,Pass,55.4,23.6
2548003,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,95.9,O,75.3,Pass,55.4,40.5
2548004,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,45,C,96.5,Pass,55.4,-10.4
2548005,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,90.1,O,84.6,Pass,55.4,34.7
2548006,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,37.2,F,85.1,Fail,55.4,-18.2
2548007,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,72.6,A,70.1,Pass,55.4,17.2
2548008,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,43,C,79.4,Pass,55.4,-12.4
2548009,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,44.3,C,63.6,Pass,55.4,-11.1
2548010,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,21.7,F,74.7,Fail,55.4,-33.7
2548011,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,44.9,C,70.6,Pass,55.4,-10.5
2548012,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,60.2,B+,94.9,Pass,55.4,4.8
2548013,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,35.4,F,69.7,Fail,55.4,-20
2548014,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,33.8,F,77.8,Fail,55.4,-21.6
2548015,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,75.5,A,84.8,Pass,55.4,20.1
2548016,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,48.5,C,60.4,Pass,55.4,-6.9
2548017,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,75.9,A,97.5,Pass,55.4,20.5
2548018,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,23.1,F,96.1,Fail,55.4,-32.3
2548019,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,94,O,68,Pass,55.4,38.6
2548020,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,40.7,C,79.3,Pass,55.4,-14.7
2548021,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,16.4,F,98,Fail,55.4,-39
2548022,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,40.6,C,72.8,Pass,55.4,-14.8
2548023,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,47,C,60.1,Pass,55.4,-8.4
2548024,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,26.4,F,92.1,Fail,55.4,-29
2548025,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,15.8,F,91.7,Fail,55.4,-39.6
2548026,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,93.1,O,70.6,Pass,55.4,37.7
2548027,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,71.1,A,95.7,Pass,55.4,15.7
2548028,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,57.2,B,69.8,Pass,55.4,1.8
2548029,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,50.3,B,83.7,Pass,55.4,-5.1
2548030,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,30.3,F,62.5,Fail,55.4,-25.1
2548031,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,61.9,B+,63.8,Pass,55.4,6.5
2548032,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,73.2,A,93,Pass,55.4,17.8
2548033,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,44.7,C,69.6,Pass,55.4,-10.7
2548034,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,83,A+,69,Pass,55.4,27.6
2548035,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,48,C,61.6,Pass,55.4,-7.4
2548036,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,45.7,C,77.5,Pass,55.4,-9.7
2548037,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,41.9,C,65.5,Pass,55.4,-13.5
2548038,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,41.8,C,72.2,Pass,55.4,-13.6
2548039,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,75.3,A,66.4,Pass,55.4,19.9
2548040,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,86.8,A+,76.2,Pass,55.4,31.4
2548041,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,83.8,A+,76.5,Pass,55.4,28.4
2548042,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,70.3,A,63.5,Pass,55.4,14.9
2548043,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,82.7,A+,79.1,Pass,55.4,27.3
2548044,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,89.5,A+,75.1,Pass,55.4,34.1
2548045,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,40.4,C,92.3,Pass,55.4,-15
2548046,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,30.8,F,95,Fail,55.4,-24.6
2548047,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,56.6,B,71.9,Pass,55.4,1.2
2548048,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,44,C,79.1,Pass,55.4,-11.4
2548049,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,34.2,F,76.8,Fail,55.4,-21.2
2548050,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,62.3,B+,62.1,Pass,55.4,6.9
2548051,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,94.8,O,67.6,Pass,55.4,39.4
2548052,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,38.8,F,89.5,Fail,55.4,-16.6
2548053,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,62.4,B+,70.3,Pass,55.4,7
2548054,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,81.4,A+,66.6,Pass,55.4,26
2548055,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,35.1,F,94.4,Fail,55.4,-20.3
2548056,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,80,A+,74,Pass,55.4,24.6
2548057,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,67.8,B+,98.4,Pass,55.4,12.4
2548058,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,37,F,94.9,Fail,55.4,-18.4
2548059,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,68.1,B+,82.8,Pass,55.4,12.7
2548060,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Mechanics,71.4,A,63.7,Pass,55.4,16
2447001,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,89.2,A+,97.2,Pass,66.7,22.5
2447002,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,79,A,78.7,Pass,66.7,12.3
2447003,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,92.4,O,67,Pass,66.7,25.7
2447004,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,94.7,O,66.6,Pass,66.7,28
2447005,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,91.5,O,73.7,Pass,66.7,24.8
2447006,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,45.6,C,94,Pass,66.7,-21.1
2447007,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,90.4,O,65.1,Pass,66.7,23.7
2447008,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,77.3,A,80.7,Pass,66.7,10.6
2447009,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,46.8,C,72.7,Pass,66.7,-19.9
2447010,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,62.8,B+,79.8,Pass,66.7,-3.9
2447011,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,45.7,C,77.6,Pass,66.7,-21
2447012,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,33,F,96.8,Fail,66.7,-33.7
2447013,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,93.8,O,90.6,Pass,66.7,27.1
2447014,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,63.1,B+,97.1,Pass,66.7,-3.6
2447015,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,70.4,A,67.6,Pass,66.7,3.7
2447016,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,46.4,C,62.5,Pass,66.7,-20.3
2447017,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,75.6,A,76.5,Pass,66.7,8.9
2447018,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,33.7,F,62.2,Fail,66.7,-33
2447019,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Modern Physics,36.8,F,62.6,Fail,66.7,-29.9
2449001,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,71.1,A,90.2,Pass,59.1,12
2449002,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,79.9,A,71.9,Pass,59.1,20.8
2449003,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,95.2,O,72.6,Pass,59.1,36.1
2449004,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,58.3,B,77.7,Pass,59.1,-0.8
2449005,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,91.7,O,81.5,Pass,59.1,32.6
2449006,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,80.7,A+,73.9,Pass,59.1,21.6
2449007,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,75.9,A,70.5,Pass,59.1,16.8
2449008,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,93.5,O,72.8,Pass,59.1,34.4
2449009,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,87.5,A+,80.9,Pass,59.1,28.4
2449010,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,24.9,F,86.5,Fail,59.1,-34.2
2449011,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,28.9,F,78.1,Fail,59.1,-30.2
2449012,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,38.6,F,63.6,Fail,59.1,-20.5
2449013,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,72.7,A,81.6,Pass,59.1,13.6
2449014,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,80.5,A+,72.1,Pass,59.1,21.4
2449015,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,80.6,A+,85.6,Pass,59.1,21.5
2449016,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,62.1,B+,62.3,Pass,59.1,3
2449017,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,33.7,F,95.9,Fail,59.1,-25.4
2449018,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,50,B,77.9,Pass,59.1,-9.1
2449019,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,66.4,B+,62.3,Pass,59.1,7.3
2449020,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,43.7,C,76.9,Pass,59.1,-15.4
2449021,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,86.7,A+,66.1,Pass,59.1,27.6
2449022,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,39,F,94.7,Fail,59.1,-20.1
2449023,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,81,A+,74.1,Pass,59.1,21.9
2449024,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,28.6,F,98,Fail,59.1,-30.5
2449025,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,90.5,O,73.2,Pass,59.1,31.4
2449026,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,62.3,B+,61.5,Pass,59.1,3.2
2449027,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,61.1,B+,64.7,Pass,59.1,2
2449028,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,52,B,64.4,Pass,59.1,-7.1
2449029,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,40.1,C,70.6,Pass,59.1,-19
2449030,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,65,B+,85.5,Pass,59.1,5.9
2449031,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,94.2,O,76.3,Pass,59.1,35.1
2449032,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,45.3,C,96.1,Pass,59.1,-13.8
2449033,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,31.4,F,95.4,Fail,59.1,-27.7
2449034,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,62.7,B+,93.3,Pass,59.1,3.6
2449035,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,63.8,B+,75.3,Pass,59.1,4.7
2449036,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,89.8,A+,70.3,Pass,59.1,30.7
2449037,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,63.6,B+,80.6,Pass,59.1,4.5
2449038,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,93.8,A+,92.3,Pass,59.1,34.7
2449039,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,35,F,69.8,Fail,59.1,-24.1
2449040,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,58.6,B,87.1,Pass,59.1,-0.5
2449041,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,53.2,B,69.3,Pass,59.1,-5.9
2449042,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,44.4,C,72.6,Pass,59.1,-14.7
